Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Answer,image,FAQ-1D,FAQ 2D category,Product,Pricing-section,FAQ-main-section,Contact-section,FAQ-sub-section,Order
Can I view only the nodes with high resource usage?,can-i-view-only-the-nodes-with-high-resource-usage,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68ef056121f7535e9871e898,false,false,Wed Oct 15 2025 02:22:25 GMT+0000 (Coordinated Universal Time),Wed Oct 15 2025 09:02:39 GMT+0000 (Coordinated Universal Time),Wed Oct 15 2025 09:02:39 GMT+0000 (Coordinated Universal Time),"<p>Yes, in 'Infrastructure Top 10 Resource', you can view the Top 10 resources for CPU, Memory, Disk I/O, Network I/O, and Storage Usage.</p>",,,monitoring,prime,false,false,false,false,
Can I view the login history of team members?,view-team-login-history-member-activity,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6819f0494ea7bfec29440db1,false,false,Tue May 06 2025 11:19:37 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 11:19:37 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">Yes. OpsNow allows administrators and authorized users to track login and logout activity of all team members within the organization.<br>Go to [Security &gt; Member Activity] to access the following details:</p><ul id=""""><li>Login and logout timestamps for each member</li><li>IP addresses used during access</li><li>Type of activity (LOGIN or LOGOUT)</li><li>User email and identifier info</li></ul><p id="""">This feature is essential for organizational security audits, detecting unusual access, and maintaining cloud compliance. You can use it to:</p><ul id=""""><li>Check for abnormal logins by former employees or external users</li><li>Detect suspicious access from unfamiliar time zones or locations</li><li>Analyze login patterns to assess risk or improve security posture</li></ul><p id="""">Security teams can leverage this information for real-time monitoring and fast incident response.</p><p>‍</p>",,Setting,security,opsnow-finops-plus,false,false,false,false,
Can I visualize cost trends for a specific service or resource?,visualize-cost-trends-by-service-or-resource,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6814dde1c1c4b4ac66e79875,false,false,Fri May 02 2025 14:59:45 GMT+0000 (Coordinated Universal Time),Wed May 07 2025 07:51:48 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id=""""><strong id="""">Yes.</strong><br>In the <strong id="""">Cost Analytics</strong> menu of OpsNow FinOps Plus,<br>you can generate and analyze <strong id="""">cost trend graphs</strong> for specific <strong id="""">services (Products)</strong> or <strong id="""">resource groups</strong>.</p><ul id=""""><li>Visualize <strong id="""">daily or monthly spend trends</strong> over a selected time period</li><li>Drill down by <strong id="""">service type</strong>, <strong id="""">account</strong>, <strong id="""">region</strong>, or <strong id="""">tag</strong></li><li>Analyze auto-classified <strong id="""">Top 5 cost items</strong> or any custom-selected targets</li></ul><p id="""">📌 This feature helps you detect sudden spend increases, unusual patterns, or underutilized resources quickly.</p><p>‍</p>",,OpsNow FinOps Plus,cost-analytics,opsnow-finops-plus,false,false,false,true,
Can ITSM and incidents be managed together?,can-itsm-and-incidents-be-managed-together,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68ef084e7317446d7c341a67,false,false,Wed Oct 15 2025 02:34:54 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 01:01:36 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 01:14:54 GMT+0000 (Coordinated Universal Time),"<p id="""">'ITSM Requests' is a feature for managing cloud resources through a resource request and approval process, providing a list of ITSM request information.<br>(This feature will be developed in the future).</p><p id="""">‍</p>",,,operation,prime,true,false,false,false,
Can OpsNow recommend when and how much commitment I should purchase?,cloud-cost-optimization-commitment-recommendation-ai,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681859eb25bf426c013b284f,false,false,Mon May 05 2025 06:25:47 GMT+0000 (Coordinated Universal Time),Mon May 05 2025 06:25:47 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id=""""><strong id="""">Yes. OpsNow FinOps Plus’s My Commitments &gt; Recommendations tab</strong> helps organizations optimize cloud costs by recommending the <strong id="""">ideal timing and amount of additional commitment purchases</strong> (e.g., Savings Plans or Reserved Instances). These insights are particularly helpful for financial and cloud operations teams looking to improve cost efficiency.</p><p id="""">All recommendations are generated by <strong id="""">OpsNow Insight AI</strong>, which analyzes:</p><ul id=""""><li>✅ Historical cloud spend and usage trends over the past 3 months</li><li>✅ Current commitment utilization and coverage gaps</li><li>✅ Forecasted savings potential based on additional commitment simulation</li></ul><p id="""">Each recommendation includes detailed quantitative metrics such as:</p><div data-rt-embed-type='true'><style>
  .metric-table {
    width: 100%;
    table-layout: fixed;
    border-collapse: collapse;
    font-family: Inter, sans-serif;
    font-size: 14px;
  }

  .metric-table th,
  .metric-table td {
    padding: 8px;
    border-bottom: 1px solid #eee;
    text-align: left;
    vertical-align: top;
    word-wrap: break-word;
  }

  .metric-table th {
    border-bottom: 2px solid #ddd;
    white-space: nowrap;
  }

  @media screen and (max-width: 768px) {
    .metric-table,
    .metric-table thead,
    .metric-table tbody,
    .metric-table th,
    .metric-table td,
    .metric-table tr {
      display: block;
      width: 100%;
      box-sizing: border-box;
    }

    .metric-table thead {
      display: none;
    }

    .metric-table tr {
      background: #fafafa;
      border: 1px solid #ddd;
      border-radius: 6px;
      padding: 12px;
      margin-bottom: 16px;
    }

    .metric-table td {
      border: none;
      padding: 6px 8px;
      width: 100% !important;
    }

    .metric-table td::before {
      content: attr(data-label);
      font-weight: bold;
      display: block;
      margin-bottom: 4px;
      color: #333;
    }
  }
</style>

<table class=""metric-table"">
  <thead>
    <tr>
      <th style=""width: 30%;"">Metric</th>
      <th style=""width: 70%;"">Description</th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <td data-label=""Metric"">Estimated Monthly Savings</td>
      <td data-label=""Description"">The cost savings achievable by purchasing additional commitments</td>
    </tr>
    <tr>
      <td data-label=""Metric"">Coverage Rate Increase</td>
      <td data-label=""Description"">The improvement in cost coverage (reduction in on-demand spend)</td>
    </tr>
    <tr>
      <td data-label=""Metric"">Return on Investment (ROI)</td>
      <td data-label=""Description"">Projected efficiency of the commitment (e.g., ROI 4.5x)</td>
    </tr>
    <tr>
      <td data-label=""Metric"">Optimal Commitment Structure</td>
      <td data-label=""Description"">Suggested term (1yr vs 3yr), payment type (All Upfront, No Upfront, Partial)</td>
    </tr>
  </tbody>
</table></div><p>‍</p><p id="""">💬 Example AI-generated suggestion:</p><p id="""">“Based on your average usage over the last 3 months, an additional $1,000/month in commitments is expected to yield approximately 12% in monthly savings (ROI 4.5x, +8% coverage improvement).”</p><p id="""">🔍 These insights enable organizations to make <strong id="""">data-driven decisions on cloud commitment purchases</strong>, ensuring maximum cost savings and resource efficiency. Thanks to <strong id="""">OpsNow Insight AI</strong>, users can confidently plan and justify long-term commitment strategies with clearly measurable outcomes.</p><p>‍</p>",,OpsNow FinOps Plus,my-commitments,opsnow-finops-plus,false,false,false,false,
Can anomaly detection be limited to specific services or accounts?,cost-anomalies-scope-filtering,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681815cd297131b05476c3a6,false,false,Mon May 05 2025 01:35:09 GMT+0000 (Coordinated Universal Time),Mon May 05 2025 01:35:09 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">Yes, OpsNow FinOps Plus allows you to limit anomaly detection to specific services, accounts, or regions.</p><p id="""">🎯 For example:</p><ul id=""""><li>Focus only on accounts that frequently show cost fluctuations</li><li>Monitor anomalies in high-cost services such as EC2, RDS, or S3</li><li>Restrict detection to specific regions like <code id="""">us-east-1</code></li></ul><p id="""">📌 This helps reduce unnecessary alerts and enables you to monitor only where the real cost risks are.</p><p id="""">Detection scope filtering is available in both User Rule (manual detection) and AI Rule (automated detection) modes.</p><p>‍</p>",,OpsNow FinOps Plus,cost-anomalies,opsnow-finops-plus,false,false,false,false,
Can the same user be in multiple organizations?,1005-can-the-same-user-be-in-multiple-organizations,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182d6513d47fb9287520,false,false,Wed Nov 15 2023 01:00:29 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:06:11 GMT+0000 (Coordinated Universal Time),Tue Oct 14 2025 06:07:59 GMT+0000 (Coordinated Universal Time),"<p>Yes. You can invite users to the desired organization in the [Settings &gt; Organizations] menu. Users can be granted different permissions for each invited organization. </p><p>Owners have permissions for all organizations, so separate organization settings are not possible for them.</p>",,OpsNow FinOps Plus,cloud-accounts,opsnow-finops-plus,false,false,false,false,
Do I need to check cloud policy compliance manually every time?,cloud-policy-compliance-automation,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681b14c37e8b6e17277f0816,false,false,Wed May 07 2025 08:07:31 GMT+0000 (Coordinated Universal Time),Wed May 07 2025 08:07:31 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">No, with OpsNow Policy Management, you no longer need to manually check the compliance status of each cloud account.<br>The feature automatically scans your entire multi-cloud environment (including AWS, Azure, and GCP) and generates compliance reports based on selected standards like GDPR, HIPAA, SOC2, and AWS Well-Architected.</p><p id="""">Reports are visually organized to show which items are compliant, non-compliant, or unprocessed, allowing operations and security teams to quickly detect and respond to policy violations.</p><p id="""">🔎 With this automation, you can eliminate repetitive manual checks and gain real-time visibility into cloud policy compliance status, reducing security and audit risks across your organization.</p><p>‍</p>",,OpsNow FinOps Plus,policy-management,opsnow-finops-plus,false,false,false,true,
Does AutoSavings automatically purchase Reserved Instances (RI) or Savings Plans (SP)?,autosavings-automatic-ri-sp-purchase,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681080c6063bd8d49b7c6f7f,false,false,Tue Apr 29 2025 07:33:26 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 07:05:14 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">Yes. With AutoSavings, there is no need for you to manually purchase or resell AWS commitments.</p><p id="""">Based on continuous analysis of your AWS usage patterns, OpsNow automatically handles the purchase and resale of Reserved Instances (RI) and Savings Plans (SP) to maximize cost savings.<br>This fully automated process ensures that you maintain an optimized cost structure without manual effort or risk.</p><p id="""">AutoSavings is especially helpful for organizations that lack the time or expertise to manage RI/SP commitments, offering a hands-free, efficient way to control cloud costs.</p><p id="""">‍</p>",,AutoSavings,features,autosavings,true,false,false,false,
Does AutoSavings charge a subscription fee?,autosavings-subscription-fee,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6810807a1ed01efb3b30d0db,false,false,Tue Apr 29 2025 07:32:10 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 01:46:55 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">No. AutoSavings uses a Pay-as-you-save pricing model, meaning there are no subscription fees or upfront charges.<br>You are only charged a fixed percentage when actual savings are generated.</p><p id="""">If no savings occur, you pay nothing. This model allows organizations to start optimizing cloud costs without financial risk or upfront investment.</p><p id="""">AutoSavings is ideal for:</p><ul id=""""><li>Businesses that want to optimize without committing to a subscription</li><li>FinOps teams seeking performance-based solutions</li><li>Cost-conscious organizations that value ROI-driven optimization</li></ul><p id="""">By charging only when savings are realized, AutoSavings aligns with your goals to reduce cloud expenses effectively and transparently.</p><p id="""">‍</p>",,AutoSavings,savings-billing,autosavings,false,false,false,false,
Does AutoSavings monitor costs in real time?,autosavings-real-time-cost-monitoring,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68108a1a970cb267027f1e08,false,false,Tue Apr 29 2025 08:13:14 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 06:16:33 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">Yes. AutoSavings continuously collects and analyzes the most up-to-date cloud usage and cost data.<br>It automatically tracks your AWS consumption patterns in near real-time, enabling accurate and timely savings recommendations without manual effort. This ensures maximum visibility into your current spending and unlocks continuous optimization opportunities as your environment evolves.</p><p id="""">With real-time monitoring, AutoSavings helps you stay proactive in managing cloud costs and identifying waste before it grows.</p><p id="""">‍</p>",,AutoSavings,features,autosavings,false,false,false,false,
Does it provide an easy way to identify resource status?,does-it-provide-an-easy-way-to-identify-resource-status,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68ef05f352a2763205e95a1f,false,false,Wed Oct 15 2025 02:24:51 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 00:39:31 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 01:14:54 GMT+0000 (Coordinated Universal Time),"<p id="""">Yes, resource status is visualized with color indicators from the agent level to the alert level, allowing users to intuitively understand the status at a glance. This method is applied consistently across all OpsNow Prime features.<br>‍<br>Black: No Agent Installed<br>Blue: Agent Installed + No Alert Policy<br>Green: Agent + Alert Policy + No Alerts (Healthy)<br>Yellow: Warning Alerts Present<br>Red: Critical Alerts Present</p><p id="""">‍</p>",,,infrastructure,prime,false,false,false,false,
How are the savings calculated and monitored?,autosavings-savings-calculation-tracking,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6810809c5928bba775728382,false,false,Tue Apr 29 2025 07:32:44 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 07:49:17 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">AutoSavings tracks and calculates your cloud cost savings in a fully transparent and automated way through the OpsNow console. You can view savings data on a monthly or daily basis, helping you understand the real impact of optimization over time.</p><p id="""">Here’s how savings are calculated and monitored:</p><ol id=""""><li id="""">Comparison with On-Demand Cost<ul id=""""><li id="""">Savings are calculated by comparing your actual optimized cost with the estimated on-demand cost (what you would have paid without any commitments).<br>‍</li></ul></li><li id="""">Automated Savings Rate Calculation<ul id=""""><li id="""">The savings rate is calculated as:<br><code id="""">(Savings ÷ On-Demand Cost Equivalent) × 100</code>, and visualized in graphs for easy tracking.<br>‍</li></ul></li><li id="""">Daily and Monthly Savings View<ul id=""""><li id="""">You can monitor how much you saved on each specific day and identify trends over time.<br>‍</li></ul></li><li id="""">Exportable Reports<ul id=""""><li id="""">All savings data can be exported for documentation, internal reporting, or business justification of your FinOps initiatives.</li></ul></li></ol><p id="""">AutoSavings is more than a recommendation tool—it provides verifiable cost reductions that you can continuously monitor and report.</p><p id="""">‍</p>",,AutoSavings,savings-billing,autosavings,false,false,false,false,
How are user permission types distinguished in OpsNow?,user-permission-types-opsnow,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182f7f0df24e5f45964d,false,false,Wed Nov 15 2023 01:00:31 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 06:19:09 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus defines user permissions across three roles: Owner, Admin, and Member. Each role determines what a user can see or manage within an organization.<br>‍</p><h4 id="""">✅ Owner</h4><ul id=""""><li>Has the highest level of access across the entire organization</li><li id="""">Can perform the following:<ul id=""""><li>Invite, delete, and assign roles to users</li><li>Create and manage organizations</li><li>Register and remove cloud accounts</li><li>View and update billing and payment settings</li></ul></li><li>Best suited for enterprise administrators or cloud ops leads</li></ul><h4 id="""">✅ Admin</h4><ul id=""""><li>Has limited management rights within the assigned organization</li><li id="""">Can:<ul id=""""><li>Manage users within the same organization</li><li>Register and view cloud accounts</li><li>Access cost, resource, and optimization insights</li></ul></li><li>Ideal for team leads or technical managers</li></ul><h4 id="""">✅ Member</h4><ul id=""""><li>Has read-only access to cloud cost and resource data</li><li>Cannot invite users or change account settings</li><li>Suitable for general users, analysts, or external stakeholders needing visibility only</li></ul><p id="""">‍</p>",,Setting,user-organization,opsnow-finops-plus,false,true,false,false,
How can I change my payment card?,change-payment-card,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6554182bff3db49b8c1f35a8,false,false,Wed Nov 15 2023 01:00:27 GMT+0000 (Coordinated Universal Time),Fri May 09 2025 06:04:19 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">he method for changing your payment card in OpsNow FinOps Plus depends on your region.<br>‍</p><p id="""">✅ For customers in the US region<br>Go to [Billing &gt; Payment Method], add a new card, and click [Set Default] to make it the default payment method.<br>You can also delete the old card using the [Remove] button.<br><em id="""">Note: If the card is currently used for an active subscription, such as AutoSavings, you must switch to a new card first before removing the existing one.</em><br>→ Card information is securely processed and stored via Stripe.<br>‍</p><p id="""">✅ For customers in the Korea region<br>Card changes are not available through the system due to StepPay integration.<br>📩 Please contact [Customer Support] to request a card update.<br>→ Identity and business validation may be required during the process.</p><p id="""">‍</p>",,Setting,billing,opsnow-finops-plus,false,false,false,false,
How can I check if my cloud commitments are being effectively utilized?,how-can-i-check-if-my-cloud-commitments-are-being-effectively-utilized,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6818451627fc582297aa688c,false,false,Mon May 05 2025 04:56:54 GMT+0000 (Coordinated Universal Time),Mon May 05 2025 04:56:54 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">📌 OpsNow FinOps Plus offers a My Commitments dashboard that helps you track the real-time utilization of your cloud savings commitments such as Reserved Instances (RIs) or Savings Plans across AWS, Azure, and GCP.</p><p id="""">Through this feature, you can view key indicators for each active commitment:</p><ul id=""""><li>✅ Amount used vs. committed</li><li>✅ Remaining unused amount or percentage</li><li>✅ Utilization rate over time</li><li>✅ Forecasted consumption pace vs. remaining days</li><li>✅ Inclusion of on-demand usage in the commitment<br>‍</li></ul><p id="""">If any commitment shows a low utilization rate (e.g., below 50%), you’ll receive a Below Threshold Alert warning you of potential waste or underutilization.</p><p id="""">💡 This allows you to identify and address inefficient commitments in advance, align your usage with your contracts, and improve your overall cloud cost efficiency.</p><p>‍</p>",,OpsNow FinOps Plus,my-commitments,opsnow-finops-plus,false,false,false,false,
How can I check resource usage?,how-can-i-check-resource-usage,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68ef0876ed7a79f7bb1688f8,false,false,Wed Oct 15 2025 02:35:34 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 01:03:14 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 01:14:54 GMT+0000 (Coordinated Universal Time),"<p id="""">Infrastructure resource information is provided in a tree format based on clusters, allowing you to check resource usage and optimization.<br>The tree is structured according to the cluster hierarchy and can be viewed in the order of 'Cluster' &gt; 'Nodes'.</p><p id="""">‍</p>",,,analysis,prime,false,false,false,false,
"How can I check the instance status (running, stopped, etc.) and optimization opportunities?",resource-status-optimization-check,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6818c768cacccf6d85f996eb,false,false,Mon May 05 2025 14:12:56 GMT+0000 (Coordinated Universal Time),Mon May 05 2025 14:12:56 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">In OpsNow FinOps Plus, every cloud instance includes both status information and automated optimization recommendations.<br>This helps FinOps teams quickly identify underutilized or inefficient cloud resources and take action to reduce costs.<br>‍</p><h3 id="""">✅ Instance Status Monitoring</h3><p id="""">Each instance displays its current operational state, such as:</p><ul id=""""><li><code id="""">running</code>: actively in use</li><li><code id="""">stopped</code>: manually shut down</li><li><code id="""">deallocated</code>: resources released (common in Azure VMs)</li><li><code id="""">TERMINATED</code>: instance has been deleted (seen in AWS/GCP)</li></ul><p id="""">These status indicators make it easy to spot idle or orphaned resources, which often generate unnecessary costs.<br>‍</p><h3 id="""">✅ Optimization Recommendations</h3><p id="""">Based on resource specifications and actual usage patterns, OpsNow suggests specific optimization actions:</p><ul id=""""><li><code id="""">Downsize</code>: The instance is over-provisioned for its current workload → recommend switching to a smaller instance type</li><li><code id="""">Modernize</code>: The instance is running on an outdated type → recommend migrating to a newer, more efficient type</li><li><code id="""">NoReview</code>: Optimization analysis has not yet been applied → pending further review</li></ul><p id="""">With these insights, you can identify cost-saving opportunities such as resizing or modernizing compute resources.<br>For organizations managing a large number of cloud assets, reviewing these optimization suggestions regularly can lead to significant monthly savings—often in the thousands of dollars.</p><p>‍</p>",,OpsNow FinOps Plus,resource-usage,opsnow-finops-plus,false,false,false,false,
How can I configure optimization analysis criteria?,configure-resource-optimization-analysis-criteria,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,681971b4830610e1356c8c04,false,false,Tue May 06 2025 02:19:32 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 02:57:19 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus allows you to customize optimization analysis settings based on your organization’s policies and workload characteristics.<br>This helps ensure that Right Sizing and Idle Resource detection reflect your actual operational needs, improving both accuracy and trust in recommendations.<br>‍</p><h3 id="""">✅ Key Criteria You Can Configure</h3><ol id=""""><li id="""">Analysis Period<ul id=""""><li>Default: 14 to 30 days</li><li>Defines the timeframe used to calculate average resource utilization</li><li>Shorter periods allow for more responsive detection; longer periods capture usage trends<br>‍</li></ul></li><li id="""">Utilization Thresholds<ul id=""""><li>Set percentage-based thresholds for CPU, Memory, Disk, and Network usage</li><li>Example: CPU below 10%, Memory below 15% = categorized as Idle</li><li>Different thresholds can be applied to each optimization type (Idle, Downsize, etc.)<br>‍</li></ul></li><li id="""">Idle Resource Conditions<ul id=""""><li>Instances with consistently low usage over the defined period are flagged as Idle</li><li>Analysis can include average, maximum usage, and access frequency<br>‍</li></ul></li></ol><h3 id="""">⚙️ How to Set Criteria</h3><ul id=""""><li>Console Path:<br>[Optimization] → [Settings] → [Rightsizing from Recommendation]</li><li>Settings are applied independently by cloud provider (AWS, Azure, GCP)</li><li>Once saved, updated conditions are immediately reflected in analysis results<br>‍</li></ul><p id="""">📌 Customizing these settings helps you reduce noise in recommendations and focus on high-impact cost-saving opportunities, making it a key enabler of effective FinOps practices.</p><p>‍</p>",,OpsNow FinOps Plus,resource-optimization,opsnow-finops-plus,false,false,false,false,
How can I configure resource optimization criteria?,resource-optimization-settings-configuration,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,6819799c22bc686e572db516,false,false,Tue May 06 2025 02:53:16 GMT+0000 (Coordinated Universal Time),Tue May 06 2025 02:56:46 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus allows you to customize optimization analysis criteria based on your organization’s policies and cloud environment.<br>You can define thresholds for resource usage, analysis duration, and classification logic to generate tailored cost-saving insights.<br>‍</p><h3 id="""">✅ Configurable Parameters</h3><ul id=""""><li id="""">Usage Thresholds<ul id=""""><li>CPU, Memory, Disk I/O, Network I/O usage</li><li>Example: Average CPU usage under 5%, memory usage under 10%, etc.</li></ul></li><li id="""">Analysis Duration<ul id=""""><li>Choose from 7, 14, or 30 days</li><li>Longer periods provide more accurate and reliable recommendations</li></ul></li><li id="""">Recommendation Criteria<ul id=""""><li>Idle: Extremely low utilization over the selected period</li><li>Downsize: Over-provisioned resources that can be scaled down</li><li>Modernize: Eligible for replacement with newer, more cost-efficient instance types</li></ul></li><li id="""">Cloud-Specific Customization<ul id=""""><li>Separate optimization rules can be configured for AWS, Azure, and GCP<br>‍</li></ul></li></ul><h3 id="""">⚙️ Where to Configure</h3><p id="""">You can modify these settings directly from the<br>Optimization &gt; Settings menu inside the OpsNow FinOps Plus console.</p><p>‍</p>",,OpsNow FinOps Plus,resource-optimization,opsnow-finops-plus,false,false,false,false,
How can I deactivate or remove a user from an organization in OpsNow?,deactivate-remove-user-from-organization,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68198dc99cfcf165fe47222d,false,false,Tue May 06 2025 04:19:21 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 06:31:37 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">In OpsNow FinOps Plus, when a team member leaves the company, changes roles, or an external partnership ends, you can remove their access to cloud data by deleting the user from the organization.<br>This is an essential step for maintaining security and access control.<br>‍</p><h4 id="""">✅ How to remove a user from an organization:</h4><ol id=""""><li>Go to [Settings] &gt; [Organization] from the main menu.</li><li>Select the organization you want to manage.</li><li>Click the [Members] tab at the top.</li><li>Find the user you want to remove, and click the ‘X’ icon next to their name.</li></ol><h4 id="""">🔒 Important notes when removing a user:</h4><ul id=""""><li>Removing a user from an organization does not delete their OpsNow account.</li><li>Once removed, the user loses all access to the organization's cloud data, cost information, and settings.</li><li>If a user no longer belongs to any organization, they will only be able to access the [Settings] menu.</li><li>To permanently delete or deactivate an account, a separate account management process is required (see related FAQ).</li></ul><p id="""">📌 This feature is especially important for:</p><ul id=""""><li>Offboarding employees</li><li>Ending external partner access</li><li>Restricting access after internal role changes</li></ul><p id="""">‍</p>",,Setting,user-organization,opsnow-finops-plus,false,false,false,false,
How can I define the detection scope for Cost Anomalies?,cost-anomalies-detection-scope,6553f2f580e17f32ec1dd65b,6550ba985d0bbc1cfca82427,68177740cda64534a09ff819,false,false,Sun May 04 2025 14:18:40 GMT+0000 (Coordinated Universal Time),Sun May 04 2025 14:18:40 GMT+0000 (Coordinated Universal Time),Thu Jun 26 2025 08:49:43 GMT+0000 (Coordinated Universal Time),"<p id="""">OpsNow FinOps Plus allows you to define the <strong id="""">detection scope</strong> for Cost Anomalies using detailed filtering options across multiple dimensions.</p><p id="""">‍</p><p id="""">🎯 <strong id="""">Scope Dimensions Explained</strong></p><p id=""""><strong id="""">Account</strong><br>If you're managing multiple cloud accounts, you can limit anomaly detection to specific accounts or grouped structures (e.g., by department or project).<br>Examples: <code id="""">marketing-prod</code>, <code id="""">dev-stage</code>, <code id="""">bizops-core</code></p><p id=""""><strong id="""">Product / Service</strong><br>You can narrow the detection to specific cloud services such as EC2, RDS, S3, Azure VM, or GCP Cloud SQL.<br>This is useful for monitoring anomalies only in high-cost services.</p><p id=""""><strong id="""">Region</strong><br>Focus detection on specific regions like <code id="""">us-east-1</code> or <code id="""">ap-northeast-2</code> to isolate cost anomalies based on geographic deployment.</p><p>‍</p><p id="""">🔧 <strong id="""">Where to configure</strong><br>All detection scopes are configured within the <strong id="""">Manual Detection</strong> mode.<br>The same structure is available for AWS, Azure, and GCP environments.</p><p>‍</p><p id="""">📌 Fine-tuning your detection scope helps eliminate unnecessary alerts and focus monitoring on areas where real cost risks exist.<br>This improves operational efficiency and enables fast, precise responses to anomalies.</p><p>‍</p>",,OpsNow FinOps Plus,cost-anomalies,opsnow-finops-plus,false,false,false,false,
